product_id,product_name,product_category,freshness_score,days_since_arrival,days_to_expiry,original_price,cost_price,current_stock,daily_sales,demand_level,season,discount_percentage,remaining_shelf_life_days
203888,Tomato,Vegetables,0.65,5,2,37.37,30.23,164,67,medium,summer,16.8,2
203889,Butter,Dairy,0.31,26,3,97.28,62.0,305,47,low,rainy,29.7,3
203890,Tomato,Vegetables,0.83,2,7,36.28,24.25,155,27,low,summer,11.5,7
203891,Cucumber,Vegetables,0.9,2,5,36.71,27.89,295,12,low,winter,17.2,5
203892,Carrot,Vegetables,0.79,6,9,37.41,30.11,60,48,high,rainy,0.0,9
203893,Orange,Fruits,0.83,3,7,84.87,51.24,187,75,medium,rainy,4.9,7
203894,Yogurt,Dairy,0.58,5,2,70.4,50.04,275,15,low,rainy,26.9,2
203895,Orange,Fruits,0.74,3,6,89.08,64.25,90,20,low,summer,7.7,6
203896,Potato,Vegetables,0.75,5,16,34.08,26.53,223,12,low,summer,21.0,16
203897,Butter,Dairy,0.83,5,25,101.38,72.19,103,38,medium,rainy,2.3,25
203898,Papaya,Fruits,0.76,1,4,78.08,53.81,247,15,low,summer,23.7,4
203899,Croissant,Bakery,0.98,1,3,60.46,48.15,93,74,high,winter,1.2,3
203900,Minced Meat,Meat,0.99,0,3,299.55,238.88,90,20,low,rainy,13.3,3
203901,Croissant,Bakery,0.88,2,1,55.43,44.21,254,72,medium,winter,9.6,1
203902,Minced Meat,Meat,0.78,3,1,293.98,197.01,149,32,low,winter,21.2,1
203903,Banana,Fruits,0.89,2,5,51.16,39.12,145,20,low,winter,14.4,5
203904,Apple,Fruits,0.54,9,2,133.06,96.84,196,20,low,summer,25.3,2
203905,Minced Meat,Meat,0.84,2,2,310.04,190.81,108,24,low,winter,15.0,2
203906,Chicken Breast,Meat,0.95,0,4,244.98,151.45,160,24,low,summer,20.9,4
203907,Cheese,Dairy,0.55,7,12,211.34,142.31,159,22,low,summer,23.2,12
203908,Sausage,Meat,0.62,8,1,197.9,131.03,128,39,medium,rainy,16.8,1
203909,Paneer,Dairy,0.74,4,2,126.28,101.28,272,12,low,winter,15.7,2
203910,Butter,Dairy,0.67,9,22,93.97,74.92,283,50,low,summer,15.2,22
203911,Butter,Dairy,0.97,1,28,95.55,77.96,103,24,medium,winter,2.5,28
203912,Muffin,Bakery,0.88,1,2,33.94,23.86,133,92,high,rainy,7.5,2
203913,Banana,Fruits,0.65,5,1,51.94,35.73,150,52,medium,rainy,12.8,1
203914,Croissant,Bakery,0.91,0,2,52.99,37.21,90,27,medium,summer,13.1,2
203915,Paneer,Dairy,0.8,3,5,122.74,92.3,199,29,low,rainy,14.5,5
203916,Muffin,Bakery,0.9,0,3,37.7,29.53,226,45,low,summer,13.6,3
203917,Spinach,Vegetables,0.93,0,4,28.62,19.18,114,20,low,rainy,20.1,4
203918,Cucumber,Vegetables,0.78,3,5,36.61,22.98,205,25,low,rainy,17.3,5
203919,Tomato,Vegetables,0.77,4,4,34.02,22.25,243,38,low,winter,15.0,4
203920,Muffin,Bakery,0.78,3,1,32.21,22.26,226,30,low,summer,25.2,1
203921,Cheese,Dairy,0.57,10,9,216.81,145.47,129,69,high,winter,3.0,9
203922,Croissant,Bakery,0.98,0,3,55.64,40.85,229,23,low,rainy,21.3,3
203923,Potato,Vegetables,0.61,11,8,31.1,25.37,277,57,low,summer,12.0,8
203924,Yogurt,Dairy,0.88,0,7,72.07,58.42,109,57,high,summer,0.0,7
203925,Croissant,Bakery,0.91,1,3,52.03,39.24,117,33,medium,rainy,11.0,3
203926,Banana,Fruits,0.71,3,3,51.68,31.92,159,42,medium,summer,8.0,3
203927,Paneer,Dairy,0.56,5,2,111.9,68.29,127,44,medium,rainy,15.6,2
203928,Bread,Bakery,0.77,3,1,45.98,30.73,106,30,medium,summer,17.8,1
203929,Potato,Vegetables,0.96,0,20,29.74,21.97,170,51,medium,summer,3.8,20
203930,Yogurt,Dairy,0.51,6,3,71.95,44.93,143,47,medium,summer,12.3,3
203931,Cheese,Dairy,0.18,18,3,212.99,158.93,219,14,low,rainy,19.5,3
203932,Bun,Bakery,0.86,1,2,27.53,22.49,157,46,medium,summer,14.1,2
203933,Apple,Fruits,0.55,8,4,142.96,112.16,91,23,medium,rainy,10.2,4
203934,Muffin,Bakery,0.86,3,1,35.47,26.43,221,87,medium,winter,8.7,1
203935,Paneer,Dairy,0.55,6,2,127.28,84.84,222,55,medium,rainy,17.1,2
203936,Croissant,Bakery,0.89,0,3,56.64,42.98,84,28,medium,summer,3.1,3
203937,Potato,Vegetables,0.68,10,10,31.67,19.96,179,16,low,rainy,18.7,10
203938,Grapes,Fruits,0.54,6,1,122.77,97.82,76,69,high,summer,16.4,1
203939,Orange,Fruits,0.62,7,3,97.09,76.53,172,14,low,summer,18.6,3
203940,Sausage,Meat,0.68,7,2,179.11,112.83,86,12,low,rainy,25.0,2
203941,Sausage,Meat,0.74,3,8,195.1,151.71,177,20,low,winter,18.9,8
203942,Muffin,Bakery,0.92,0,4,37.17,23.62,203,79,medium,rainy,5.9,4
203943,Spinach,Vegetables,0.81,2,2,29.23,19.06,68,72,high,rainy,7.3,2
203944,Carrot,Vegetables,0.72,9,4,41.48,30.29,101,55,high,summer,4.6,4
203945,Orange,Fruits,0.63,7,4,98.23,76.33,81,58,high,rainy,9.2,4
203946,Milk,Dairy,0.94,1,5,60.15,47.51,272,36,low,rainy,18.0,5
203947,Muffin,Bakery,0.95,0,3,37.95,25.66,162,32,low,winter,14.5,3
203948,Milk,Dairy,0.64,5,1,55.45,43.37,242,27,low,winter,18.2,1
203949,Spinach,Vegetables,0.71,3,1,27.74,18.65,263,38,low,summer,27.0,1
203950,Butter,Dairy,0.91,0,30,96.92,77.11,261,59,medium,summer,6.9,30
203951,Paneer,Dairy,0.43,6,1,131.82,99.98,81,11,low,rainy,25.0,1
203952,Sausage,Meat,0.51,8,2,182.55,134.36,79,30,medium,rainy,18.8,2
203953,Apple,Fruits,0.55,9,3,144.44,94.07,157,29,low,rainy,19.7,3
203954,Spinach,Vegetables,0.79,2,3,27.36,21.39,148,15,low,rainy,22.5,3
203955,Carrot,Vegetables,0.66,10,4,43.52,26.91,104,76,high,summer,9.2,4
203956,Paneer,Dairy,0.78,2,5,115.96,80.62,128,36,medium,rainy,2.7,5
203957,Minced Meat,Meat,0.81,2,2,329.23,244.9,92,16,low,rainy,27.1,2
203958,Muffin,Bakery,0.95,2,2,37.91,27.88,183,90,medium,winter,11.9,2
203959,Tomato,Vegetables,0.7,6,3,34.78,25.25,154,74,medium,rainy,7.1,3
203960,Bread,Bakery,0.99,0,4,41.78,31.01,153,89,high,winter,4.9,4
203961,Yogurt,Dairy,0.49,7,1,72.32,51.52,145,37,medium,winter,18.7,1
203962,Grapes,Fruits,0.76,2,6,142.06,109.46,223,45,low,rainy,12.6,6
203963,Sausage,Meat,0.78,5,6,174.46,115.93,136,22,low,rainy,14.0,6
203964,Paneer,Dairy,0.67,4,4,124.49,94.11,161,32,low,winter,17.0,4
203965,Yogurt,Dairy,0.45,7,1,64.42,39.64,215,35,low,rainy,28.5,1
203966,Minced Meat,Meat,0.93,0,4,325.64,249.75,111,27,medium,summer,8.1,4
203967,Spinach,Vegetables,0.76,3,2,30.34,21.97,209,20,low,rainy,28.8,2
203968,Spinach,Vegetables,0.83,2,1,30.22,19.33,190,21,low,winter,26.2,1
203969,Tomato,Vegetables,0.88,0,8,35.8,24.37,162,57,medium,summer,0.6,8
203970,Grapes,Fruits,0.57,6,1,140.42,110.02,217,46,low,winter,21.9,1
203971,Carrot,Vegetables,0.76,5,10,38.53,23.63,159,28,low,summer,13.0,10
203972,Butter,Dairy,0.72,7,23,100.54,79.61,235,68,medium,rainy,1.2,23
203973,Bun,Bakery,0.98,1,1,29.55,20.85,166,37,medium,winter,14.9,1
203974,Milk,Dairy,0.77,3,3,55.95,44.69,158,21,low,winter,18.7,3
203975,Cake,Bakery,0.86,2,3,253.23,170.53,219,67,medium,rainy,7.8,3
203976,Bun,Bakery,0.8,2,1,29.58,22.14,187,24,low,rainy,21.2,1
203977,Papaya,Fruits,0.9,0,5,83.02,52.23,152,57,medium,rainy,0.8,5
203978,Banana,Fruits,0.55,5,1,50.84,35.34,227,20,low,summer,27.8,1
203979,Banana,Fruits,0.71,3,2,54.07,37.4,73,45,high,rainy,14.2,2
203980,Fish Fillet,Meat,0.77,1,3,336.08,236.07,89,23,medium,summer,9.0,3
203981,Spinach,Vegetables,0.77,2,3,28.81,18.35,218,37,low,summer,18.9,3
203982,Croissant,Bakery,0.96,0,2,60.08,48.58,98,49,medium,winter,11.7,2
203983,Mutton,Meat,0.72,5,3,675.76,528.51,172,28,low,summer,19.4,3
203984,Milk,Dairy,0.62,4,3,54.84,33.92,237,48,low,summer,19.9,3
203985,Banana,Fruits,0.83,2,3,57.15,35.57,212,43,low,winter,13.9,3
203986,Sausage,Meat,0.72,4,5,174.44,126.35,134,41,medium,summer,5.2,5
203987,Apple,Fruits,0.86,3,9,142.27,115.42,65,18,medium,winter,0.1,9
203988,Paneer,Dairy,0.92,0,7,117.72,77.83,154,29,low,winter,10.3,7
203989,Chicken Breast,Meat,0.77,3,3,282.89,172.95,121,23,low,rainy,14.1,3
203990,Potato,Vegetables,0.59,17,3,34.79,26.66,208,12,low,winter,19.4,3
203991,Cucumber,Vegetables,0.76,4,4,37.35,29.32,282,27,low,rainy,21.6,4
203992,Cake,Bakery,0.94,0,4,280.56,224.99,101,75,high,summer,2.6,4
203993,Tomato,Vegetables,0.72,6,1,36.88,23.44,92,40,medium,rainy,14.8,1
203994,Butter,Dairy,0.39,22,9,101.49,61.34,156,15,low,summer,27.4,9
203995,Cheese,Dairy,0.46,11,10,208.95,149.43,151,10,low,winter,23.9,10
203996,Croissant,Bakery,0.91,1,2,59.03,36.38,199,63,medium,summer,12.0,2
203997,Banana,Fruits,0.83,1,6,59.16,39.81,130,67,high,rainy,0.0,6
203998,Fish Fillet,Meat,0.99,0,3,336.38,222.35,145,44,medium,winter,6.0,3
203999,Carrot,Vegetables,0.91,3,11,40.5,28.46,192,25,low,winter,14.6,11
204000,Cucumber,Vegetables,0.78,3,3,35.57,23.49,177,20,low,rainy,22.6,3
204001,Cake,Bakery,0.83,2,3,243.49,170.61,172,74,medium,winter,5.6,3
204002,Cake,Bakery,0.78,4,1,262.03,167.9,209,76,medium,summer,12.3,1
204003,Apple,Fruits,0.59,9,3,147.67,90.07,123,28,medium,rainy,13.4,3
204004,Bun,Bakery,0.88,1,3,30.2,18.87,240,51,low,summer,14.5,3
204005,Orange,Fruits,0.88,0,10,84.28,68.5,100,47,medium,rainy,2.2,10
204006,Yogurt,Dairy,0.88,1,8,64.74,51.72,135,27,low,summer,11.6,8
204007,Paneer,Dairy,0.79,1,5,131.48,80.42,82,40,medium,summer,3.9,5
204008,Paneer,Dairy,0.59,6,1,122.2,86.46,94,72,high,winter,14.2,1
204009,Carrot,Vegetables,0.59,12,1,38.51,25.29,248,73,medium,rainy,15.3,1
204010,Spinach,Vegetables,0.78,2,2,27.51,22.39,238,20,low,summer,16.5,2
204011,Grapes,Fruits,0.82,2,4,138.94,94.18,172,58,medium,rainy,9.4,4
204012,Cheese,Dairy,0.95,1,18,206.53,146.9,217,83,medium,winter,2.2,18
204013,Paneer,Dairy,0.6,5,3,117.52,82.85,84,38,medium,summer,12.8,3
204014,Bread,Bakery,0.97,1,2,38.79,23.65,180,48,medium,winter,14.5,2
204015,Chicken Breast,Meat,0.61,4,2,282.62,226.35,151,30,low,summer,15.9,2
204016,Milk,Dairy,0.92,1,5,53.15,36.34,105,29,medium,winter,3.4,5
204017,Cheese,Dairy,0.52,9,11,217.2,147.04,218,78,medium,winter,8.5,11
204018,Cucumber,Vegetables,0.83,3,4,39.17,24.9,159,49,medium,rainy,9.7,4
204019,Butter,Dairy,0.61,16,14,88.38,60.29,169,38,medium,rainy,6.6,14
204020,Orange,Fruits,0.51,9,1,91.18,69.51,223,18,low,rainy,23.6,1
204021,Cake,Bakery,0.82,2,3,260.63,188.83,85,75,high,rainy,3.6,3
204022,Orange,Fruits,0.82,2,9,97.76,77.77,154,29,low,rainy,10.6,9
204023,Bun,Bakery,0.9,1,2,29.35,18.97,153,41,medium,rainy,8.5,2
204024,Bread,Bakery,0.88,2,3,42.4,32.56,158,98,high,rainy,1.0,3
204025,Yogurt,Dairy,0.99,0,8,68.26,52.79,318,75,medium,winter,0.2,8
204026,Cucumber,Vegetables,0.73,5,1,36.52,25.52,69,22,medium,winter,13.4,1
204027,Bread,Bakery,0.8,2,3,38.69,28.85,254,21,low,summer,21.3,3
204028,Tomato,Vegetables,0.72,4,4,37.24,30.28,212,37,low,winter,17.9,4
204029,Papaya,Fruits,0.81,2,2,78.35,54.62,224,23,low,winter,28.3,2
204030,Minced Meat,Meat,0.9,0,3,301.92,234.68,115,42,medium,summer,6.5,3
204031,Cake,Bakery,0.92,0,4,263.38,184.73,89,80,high,rainy,4.8,4
204032,Butter,Dairy,0.45,17,14,103.38,68.14,142,48,medium,summer,12.5,14
204033,Banana,Fruits,0.72,3,4,58.08,35.52,185,44,medium,winter,11.6,4
204034,Papaya,Fruits,0.65,4,1,81.33,49.75,164,68,medium,rainy,15.6,1
204035,Paneer,Dairy,0.81,2,5,114.82,77.65,215,61,medium,winter,2.0,5
204036,Yogurt,Dairy,0.86,1,7,64.07,43.33,304,75,medium,summer,6.9,7
204037,Banana,Fruits,0.63,4,3,56.77,38.49,104,79,high,rainy,5.6,3
204038,Spinach,Vegetables,0.78,3,1,27.8,22.44,201,13,low,winter,19.6,1
204039,Banana,Fruits,0.61,5,1,52.32,38.11,166,13,low,winter,24.0,1
204040,Chicken Breast,Meat,0.62,4,2,284.82,194.46,112,9,low,summer,30.3,2
204041,Papaya,Fruits,0.72,3,2,79.49,58.41,95,68,high,summer,9.3,2
204042,Cheese,Dairy,0.35,15,6,220.04,132.74,140,55,medium,winter,8.7,6
204043,Yogurt,Dairy,0.74,2,6,62.58,45.13,267,67,medium,rainy,0.5,6
204044,Apple,Fruits,0.56,10,3,145.09,113.05,278,37,low,winter,18.8,3
204045,Spinach,Vegetables,0.87,1,3,28.55,22.81,226,74,medium,rainy,10.3,3
204046,Fish Fillet,Meat,0.73,3,1,372.64,276.25,130,17,low,rainy,24.2,1
204047,Fish Fillet,Meat,0.84,1,3,353.23,247.07,60,43,high,summer,5.5,3
204048,Carrot,Vegetables,0.85,4,11,37.92,26.45,185,12,low,winter,15.2,11
204049,Spinach,Vegetables,0.73,3,1,29.98,22.36,216,12,low,rainy,23.9,1
204050,Paneer,Dairy,0.8,2,4,127.55,103.31,153,56,medium,summer,10.4,4
204051,Apple,Fruits,0.81,5,7,134.35,92.17,277,68,medium,winter,0.0,7
204052,Bread,Bakery,0.78,3,1,40.22,27.72,174,20,low,rainy,26.0,1
204053,Cake,Bakery,0.93,0,4,243.87,146.4,127,43,medium,summer,6.7,4
204054,Yogurt,Dairy,0.96,0,8,73.15,47.97,239,18,low,rainy,17.5,8
204055,Minced Meat,Meat,0.68,3,1,280.46,175.03,164,29,low,summer,26.0,1
204056,Cheese,Dairy,0.63,7,12,199.28,152.98,303,78,medium,winter,5.7,12
204057,Mutton,Meat,0.94,3,5,741.09,568.08,161,42,medium,winter,0.0,5
204058,Cheese,Dairy,0.15,17,3,216.78,170.24,236,16,low,summer,18.0,3
204059,Minced Meat,Meat,0.69,3,1,307.55,221.57,96,37,medium,summer,14.6,1
204060,Tomato,Vegetables,0.68,6,1,35.36,24.82,64,55,high,rainy,11.7,1
204061,Cheese,Dairy,0.91,1,19,206.59,124.65,273,68,medium,winter,3.6,19
204062,Tomato,Vegetables,0.71,5,2,32.98,26.01,286,72,medium,rainy,11.3,2
204063,Butter,Dairy,0.44,19,12,104.5,81.11,157,36,medium,rainy,8.8,12
204064,Carrot,Vegetables,0.63,11,4,41.89,33.97,242,23,low,rainy,17.5,4
204065,Carrot,Vegetables,0.74,10,3,43.65,34.88,215,67,medium,winter,7.5,3
204066,Orange,Fruits,0.77,4,5,84.13,61.08,280,32,low,summer,20.1,5
204067,Tomato,Vegetables,0.91,2,6,33.61,27.31,317,65,low,winter,5.6,6
204068,Milk,Dairy,0.87,1,4,53.34,36.94,219,20,low,winter,22.0,4
204069,Cake,Bakery,0.82,3,1,243.77,171.9,169,23,low,rainy,27.7,1
204070,Spinach,Vegetables,0.98,0,4,26.31,20.12,154,53,medium,rainy,8.1,4
204071,Grapes,Fruits,0.78,2,4,139.79,93.82,153,72,medium,summer,5.8,4
204072,Croissant,Bakery,0.96,0,2,55.51,33.45,215,53,medium,summer,14.7,2
204073,Grapes,Fruits,0.9,0,6,125.38,99.82,159,49,medium,winter,3.0,6
204074,Yogurt,Dairy,0.99,0,8,64.01,41.75,145,75,high,winter,0.0,8
204075,Mutton,Meat,0.85,1,6,696.14,543.43,82,40,medium,winter,5.3,6
204076,Cake,Bakery,0.99,0,5,268.14,190.52,235,90,medium,winter,3.3,5
204077,Bun,Bakery,0.87,2,2,28.97,17.72,247,38,low,summer,22.8,2
204078,Butter,Dairy,0.8,3,27,97.23,65.9,229,24,low,summer,19.2,27
204079,Tomato,Vegetables,0.92,1,8,35.75,22.69,137,78,high,winter,0.0,8
204080,Banana,Fruits,0.52,5,1,53.14,37.16,235,73,medium,rainy,16.7,1
204081,Papaya,Fruits,0.73,3,3,85.05,69.61,163,71,medium,rainy,10.2,3
204082,Banana,Fruits,0.81,1,5,60.04,45.93,149,71,medium,summer,4.0,5
204083,Butter,Dairy,0.54,19,12,95.32,57.22,276,43,low,winter,18.5,12
204084,Grapes,Fruits,0.81,2,5,122.81,81.47,164,45,medium,summer,4.8,5
204085,Orange,Fruits,0.8,5,4,85.31,69.92,190,44,medium,winter,2.7,4
204086,Grapes,Fruits,0.87,0,7,125.44,102.46,128,36,medium,summer,0.0,7
204087,Bread,Bakery,0.97,0,4,40.1,29.42,174,85,medium,winter,3.5,4
204088,Spinach,Vegetables,0.82,1,2,27.32,22.36,195,57,medium,summer,12.1,2
204089,Croissant,Bakery,0.99,1,1,51.5,38.61,258,67,medium,winter,12.9,1
204090,Bread,Bakery,0.99,0,4,40.46,32.35,162,90,high,winter,3.6,4
204091,Sausage,Meat,0.67,5,6,166.29,136.3,142,40,medium,summer,4.1,6
204092,Croissant,Bakery,0.88,2,1,60.2,36.82,236,48,low,rainy,21.1,1
204093,Fish Fillet,Meat,0.99,0,4,356.43,242.47,41,39,high,winter,0.7,4
204094,Mutton,Meat,0.87,1,7,677.37,531.36,173,25,low,winter,13.9,7
204095,Spinach,Vegetables,0.81,2,1,29.13,20.89,71,38,high,rainy,12.1,1
204096,Milk,Dairy,0.85,1,4,57.98,36.76,196,42,low,rainy,12.3,4
204097,Grapes,Fruits,0.87,0,7,127.25,101.92,60,24,medium,summer,4.8,7
204098,Apple,Fruits,0.69,6,6,141.3,99.36,124,72,high,rainy,0.0,6
204099,Carrot,Vegetables,0.98,2,13,41.25,29.6,208,51,medium,rainy,0.8,13
204100,Chicken Breast,Meat,0.63,4,2,284.95,224.27,144,12,low,summer,22.6,2
204101,Papaya,Fruits,0.95,1,5,84.53,67.94,304,29,low,summer,18.1,5
204102,Banana,Fruits,0.83,1,4,57.47,40.94,108,62,high,summer,2.1,4
204103,Butter,Dairy,0.66,12,17,94.1,74.06,138,46,medium,winter,4.0,17
204104,Muffin,Bakery,0.84,2,2,35.87,28.53,209,46,low,winter,16.4,2
204105,Muffin,Bakery,0.84,1,2,35.88,24.61,153,84,high,summer,7.2,2
204106,Carrot,Vegetables,0.91,0,14,36.92,27.97,245,64,medium,summer,1.6,14
204107,Banana,Fruits,0.85,2,5,55.95,45.42,305,49,low,rainy,10.6,5
204108,Bun,Bakery,0.89,1,1,28.55,17.66,113,64,high,rainy,7.0,1
204109,Grapes,Fruits,0.78,3,3,139.21,91.93,156,18,low,winter,24.1,3
204110,Mutton,Meat,0.74,4,4,717.01,548.3,150,10,low,winter,20.5,4
204111,Cheese,Dairy,0.93,0,20,208.21,150.44,121,85,high,summer,0.8,20
204112,Apple,Fruits,0.83,1,11,149.23,107.12,183,40,low,rainy,9.2,11
204113,Apple,Fruits,0.58,10,3,129.46,102.17,179,64,medium,rainy,10.7,3
204114,Carrot,Vegetables,0.88,4,11,43.59,35.61,132,66,medium,summer,5.6,11
204115,Paneer,Dairy,0.99,0,7,115.69,72.16,201,49,medium,winter,0.8,7
204116,Paneer,Dairy,0.99,1,5,123.06,93.7,248,22,low,winter,15.4,5
204117,Cheese,Dairy,0.62,8,11,202.46,158.59,301,70,medium,rainy,6.2,11
204118,Banana,Fruits,0.79,2,4,59.83,45.74,250,52,low,summer,17.0,4
204119,Potato,Vegetables,0.95,1,18,29.76,22.26,122,32,medium,winter,5.8,18
204120,Minced Meat,Meat,0.94,0,3,289.55,225.65,52,37,high,summer,4.2,3
204121,Cucumber,Vegetables,0.81,4,3,37.95,26.22,151,14,low,winter,22.5,3
204122,Orange,Fruits,0.81,3,7,92.85,62.18,272,58,low,rainy,9.7,7
204123,Milk,Dairy,0.98,0,5,55.69,37.22,127,50,medium,winter,4.4,5
204124,Sausage,Meat,0.84,4,7,183.31,129.31,49,18,medium,winter,3.4,7
204125,Grapes,Fruits,0.69,4,3,125.6,84.14,228,74,medium,winter,5.9,3
204126,Bread,Bakery,0.88,1,3,40.98,25.27,119,35,medium,summer,5.1,3
204127,Papaya,Fruits,0.91,0,5,74.82,54.73,291,24,low,rainy,18.1,5
204128,Cucumber,Vegetables,0.62,6,2,34.82,21.1,262,27,low,summer,31.9,2
204129,Grapes,Fruits,0.66,4,2,121.07,73.38,193,71,medium,rainy,18.3,2
204130,Bread,Bakery,0.98,0,3,44.84,28.27,237,24,low,winter,23.1,3
204131,Banana,Fruits,0.9,1,5,53.75,33.32,156,40,medium,rainy,4.2,5
204132,Sausage,Meat,0.76,4,5,171.32,126.03,150,36,medium,rainy,2.0,5
204133,Cucumber,Vegetables,0.86,1,6,37.87,30.84,303,55,low,rainy,10.1,6
204134,Butter,Dairy,0.56,16,15,95.24,57.75,171,33,low,winter,17.4,15
204135,Cake,Bakery,0.83,3,3,274.5,177.12,128,45,medium,winter,7.3,3
204136,Bun,Bakery,0.99,0,3,28.74,22.66,126,77,high,winter,2.9,3
204137,Papaya,Fruits,0.72,3,1,73.85,44.56,281,76,medium,winter,11.2,1
204138,Orange,Fruits,0.97,0,10,82.95,55.64,221,72,medium,summer,2.0,10
204139,Apple,Fruits,0.73,3,9,135.23,95.84,92,53,high,summer,2.4,9
204140,Muffin,Bakery,0.92,2,1,32.77,20.0,142,44,medium,winter,8.4,1
204141,Papaya,Fruits,0.66,4,1,80.75,63.76,199,12,low,summer,18.3,1
204142,Sausage,Meat,0.79,3,8,171.68,108.12,170,22,low,summer,19.9,8
204143,Tomato,Vegetables,0.82,2,6,32.5,23.56,164,34,low,summer,8.5,6
204144,Carrot,Vegetables,0.9,2,11,41.98,26.71,81,29,medium,rainy,1.8,11
204145,Tomato,Vegetables,0.71,6,1,36.91,30.11,189,56,medium,rainy,17.6,1
204146,Bun,Bakery,0.85,2,1,26.66,20.78,232,20,low,winter,20.3,1
204147,Bun,Bakery,0.89,0,3,27.79,21.54,105,75,high,rainy,5.9,3
204148,Croissant,Bakery,0.93,1,3,53.67,41.1,167,46,medium,rainy,4.6,3
204149,Potato,Vegetables,0.89,2,17,30.82,22.27,216,18,low,summer,14.6,17
204150,Spinach,Vegetables,0.83,1,4,28.34,22.4,70,35,medium,winter,5.2,4
204151,Butter,Dairy,0.72,9,20,98.71,79.98,265,69,medium,summer,6.6,20
204152,Croissant,Bakery,0.99,0,3,56.96,42.56,137,43,medium,winter,7.5,3
204153,Paneer,Dairy,0.69,3,5,119.59,78.31,84,24,medium,summer,5.8,5
204154,Yogurt,Dairy,0.82,1,7,68.73,52.63,126,21,low,rainy,13.9,7
204155,Grapes,Fruits,0.73,4,2,124.3,75.23,222,47,low,winter,20.9,2
204156,Bun,Bakery,0.97,0,2,27.92,17.95,132,63,medium,summer,9.8,2
204157,Spinach,Vegetables,0.99,0,4,27.55,21.0,189,65,medium,winter,5.0,4
204158,Banana,Fruits,0.75,2,3,52.43,36.84,307,73,medium,rainy,8.5,3
204159,Grapes,Fruits,0.75,3,5,130.05,84.02,104,71,high,rainy,0.6,5
204160,Banana,Fruits,0.77,3,3,56.55,35.47,214,41,low,winter,11.2,3
204161,Carrot,Vegetables,0.89,3,10,38.58,23.59,208,52,medium,rainy,1.2,10
204162,Paneer,Dairy,0.69,4,2,121.77,75.13,217,26,low,summer,34.5,2
204163,Tomato,Vegetables,0.79,2,6,37.9,30.65,288,38,low,summer,18.5,6
204164,Papaya,Fruits,0.81,1,5,81.81,55.57,135,82,high,summer,0.4,5
204165,Orange,Fruits,0.91,1,8,86.53,56.45,262,58,low,winter,4.2,8
204166,Grapes,Fruits,0.73,3,5,141.91,88.52,161,51,medium,rainy,5.8,5
204167,Grapes,Fruits,0.75,2,4,140.99,98.99,217,29,low,summer,23.8,4
204168,Papaya,Fruits,0.8,3,1,77.08,57.83,247,67,medium,rainy,11.9,1
204169,Bun,Bakery,0.85,2,2,27.65,16.85,185,64,medium,summer,12.0,2
204170,Muffin,Bakery,0.91,0,4,37.78,25.1,184,50,medium,summer,7.7,4
204171,Paneer,Dairy,0.83,0,7,121.08,94.42,94,46,medium,summer,2.8,7
204172,Grapes,Fruits,0.63,4,4,128.89,100.29,278,51,low,rainy,22.1,4
204173,Croissant,Bakery,0.93,0,3,59.39,37.7,140,65,medium,rainy,6.5,3
204174,Cucumber,Vegetables,0.9,1,7,35.94,24.95,121,83,high,rainy,0.0,7
204175,Bread,Bakery,0.83,3,2,43.11,34.89,140,51,medium,winter,12.0,2
204176,Bread,Bakery,0.92,1,3,43.67,27.79,143,39,medium,rainy,8.2,3
204177,Apple,Fruits,0.89,2,9,151.33,121.72,238,29,low,winter,12.2,9
204178,Bread,Bakery,0.99,0,4,43.57,33.29,164,59,medium,rainy,5.1,4
204179,Milk,Dairy,0.61,4,3,59.42,42.95,283,70,medium,rainy,11.6,3
204180,Potato,Vegetables,0.86,3,17,35.14,23.35,222,37,low,winter,11.7,17
204181,Bread,Bakery,0.89,0,4,43.32,29.08,222,35,low,summer,18.5,4
204182,Milk,Dairy,0.99,0,5,61.56,46.36,295,30,low,winter,21.1,5
204183,Grapes,Fruits,0.77,3,5,131.73,97.13,140,27,low,summer,11.5,5
204184,Paneer,Dairy,0.69,3,3,112.31,88.51,250,54,low,summer,20.0,3
204185,Orange,Fruits,0.72,3,8,90.23,57.04,198,41,low,summer,9.6,8
204186,Cheese,Dairy,0.42,12,7,228.74,149.56,265,29,low,summer,28.7,7
204187,Muffin,Bakery,0.91,0,4,37.95,26.5,102,37,medium,rainy,6.1,4
204188,Apple,Fruits,0.57,7,5,142.41,111.76,162,25,low,summer,20.3,5
204189,Bread,Bakery,0.75,2,2,43.69,33.83,130,38,medium,summer,13.9,2
204190,Apple,Fruits,0.78,5,7,139.59,93.17,144,14,low,winter,15.7,7
204191,Yogurt,Dairy,0.79,2,7,72.03,50.9,175,15,low,winter,18.8,7
204192,Orange,Fruits,0.68,5,4,97.16,63.03,201,20,low,summer,23.7,4
204193,Orange,Fruits,0.8,2,7,90.66,60.73,289,37,low,summer,17.7,7
204194,Fish Fillet,Meat,0.91,1,3,319.59,225.84,169,12,low,winter,20.3,3
204195,Carrot,Vegetables,0.74,8,6,43.2,30.5,62,19,medium,winter,4.3,6
204196,Muffin,Bakery,0.85,2,2,36.55,23.42,217,46,low,summer,21.0,2
204197,Carrot,Vegetables,0.69,11,2,43.77,30.68,61,46,high,winter,8.7,2
204198,Cucumber,Vegetables,0.98,0,7,38.51,28.73,154,19,low,rainy,15.4,7
