product_id,product_name,product_category,days_since_arrival,storage_type,storage_condition,packaging_type,display_type,is_damaged,weather_condition,product_sensitivity,freshness_score
103984,Croissant,Bakery,5,room_temp,average,open,open_shelf,no,hot,medium,0.64
103985,Minced Meat,Meat,0,freezer,average,sealed,fridge,no,normal,high,0.87
103986,Banana,Fruits,11,room_temp,poor,sealed,open_shelf,no,hot,high,0.05
103987,Carrot,Vegetables,10,fridge,average,sealed,freezer,no,cold,low,0.64
103988,Cucumber,Vegetables,4,fridge,good,open,fridge,no,hot,medium,0.75
103989,Butter,Dairy,1,fridge,average,sealed,fridge,no,normal,low,0.87
103990,Paneer,Dairy,0,fridge,average,sealed,fridge,no,cold,high,0.95
103991,Yogurt,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.98
103992,Grapes,Fruits,4,room_temp,average,sealed,open_shelf,no,hot,high,0.6
103993,Carrot,Vegetables,2,freezer,average,open,freezer,no,normal,low,0.7
103994,Cucumber,Vegetables,8,fridge,good,sealed,fridge,yes,cold,medium,0.51
103995,Bread,Bakery,3,room_temp,poor,sealed,open_shelf,no,hot,medium,0.63
103996,Grapes,Fruits,5,room_temp,good,open,open_shelf,no,normal,high,0.68
103997,Cheese,Dairy,4,fridge,good,sealed,fridge,no,normal,medium,0.86
103998,Sausage,Meat,4,freezer,poor,sealed,freezer,no,normal,medium,0.66
103999,Milk,Dairy,5,fridge,good,sealed,fridge,no,normal,high,0.64
104000,Minced Meat,Meat,5,freezer,good,sealed,freezer,no,normal,high,0.76
104001,Orange,Fruits,8,room_temp,good,sealed,open_shelf,no,normal,medium,0.68
104002,Paneer,Dairy,2,fridge,good,sealed,fridge,no,normal,high,0.94
104003,Cucumber,Vegetables,10,fridge,good,sealed,fridge,no,normal,medium,0.68
104004,Spinach,Vegetables,2,fridge,good,open,fridge,no,normal,high,0.85
104005,Carrot,Vegetables,5,fridge,average,open,open_shelf,no,normal,low,0.71
104006,Sausage,Meat,3,freezer,good,sealed,freezer,no,cold,medium,0.89
104007,Spinach,Vegetables,8,fridge,average,open,fridge,no,cold,high,0.38
104008,Grapes,Fruits,11,fridge,poor,open,fridge,no,normal,high,0.05
104009,Bread,Bakery,2,room_temp,good,open,open_shelf,no,hot,medium,0.76
104010,Croissant,Bakery,4,room_temp,poor,open,open_shelf,no,cold,medium,0.67
104011,Croissant,Bakery,0,room_temp,good,sealed,open_shelf,no,hot,medium,0.93
104012,Paneer,Dairy,9,fridge,good,sealed,fridge,no,hot,high,0.3
104013,Cake,Bakery,4,room_temp,average,open,open_shelf,no,normal,medium,0.7
104014,Grapes,Fruits,11,room_temp,good,sealed,open_shelf,no,normal,high,0.43
104015,Potato,Vegetables,11,fridge,good,open,fridge,no,normal,low,0.76
104016,Bun,Bakery,0,room_temp,average,open,open_shelf,no,cold,medium,0.88
104017,Yogurt,Dairy,6,room_temp,average,sealed,fridge,yes,hot,high,0.24
104018,Papaya,Fruits,6,room_temp,good,open,open_shelf,no,cold,high,0.58
104019,Apple,Fruits,8,fridge,good,open,fridge,no,cold,medium,0.53
104020,Orange,Fruits,1,room_temp,good,open,open_shelf,no,hot,medium,0.83
104021,Milk,Dairy,3,fridge,good,sealed,fridge,no,normal,high,0.8
104022,Milk,Dairy,5,fridge,average,sealed,freezer,no,normal,high,0.48
104023,Muffin,Bakery,5,room_temp,poor,open,open_shelf,no,normal,medium,0.61
104024,Papaya,Fruits,7,room_temp,good,open,open_shelf,no,cold,high,0.5
104025,Apple,Fruits,11,room_temp,good,sealed,open_shelf,yes,normal,medium,0.43
104026,Banana,Fruits,2,room_temp,good,sealed,freezer,no,normal,high,0.88
104027,Apple,Fruits,10,room_temp,good,open,open_shelf,no,normal,medium,0.61
104028,Sausage,Meat,5,fridge,average,sealed,fridge,no,normal,medium,0.57
104029,Bun,Bakery,0,room_temp,good,open,open_shelf,yes,cold,medium,0.84
104030,Cake,Bakery,3,room_temp,average,open,open_shelf,no,normal,medium,0.79
104031,Banana,Fruits,5,fridge,good,open,fridge,no,normal,high,0.45
104032,Bun,Bakery,5,room_temp,good,open,open_shelf,no,cold,medium,0.8
104033,Cucumber,Vegetables,8,fridge,good,open,fridge,no,hot,medium,0.58
104034,Grapes,Fruits,2,room_temp,good,sealed,fridge,no,normal,high,0.77
104035,Carrot,Vegetables,9,fridge,average,sealed,fridge,yes,hot,low,0.58
104036,Apple,Fruits,6,room_temp,average,open,fridge,no,hot,medium,0.52
104037,Papaya,Fruits,11,room_temp,good,open,open_shelf,no,hot,high,0.08
104038,Grapes,Fruits,8,freezer,good,open,freezer,no,normal,high,0.31
104039,Banana,Fruits,6,room_temp,average,open,open_shelf,no,cold,high,0.5
104040,Croissant,Bakery,2,room_temp,average,open,open_shelf,yes,normal,medium,0.58
104041,Muffin,Bakery,5,room_temp,average,sealed,open_shelf,no,hot,medium,0.68
104042,Bread,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.99
104043,Croissant,Bakery,0,fridge,good,sealed,fridge,no,hot,medium,0.76
104044,Fish Fillet,Meat,6,freezer,good,sealed,freezer,no,cold,high,0.56
104045,Banana,Fruits,10,room_temp,average,open,open_shelf,yes,hot,high,0.05
104046,Minced Meat,Meat,6,fridge,good,sealed,fridge,no,normal,high,0.48
104047,Cake,Bakery,3,room_temp,good,open,freezer,yes,normal,medium,0.57
104048,Bun,Bakery,2,room_temp,good,open,open_shelf,no,cold,medium,0.88
104049,Grapes,Fruits,0,room_temp,good,open,freezer,yes,normal,high,0.71
104050,Paneer,Dairy,7,fridge,poor,sealed,open_shelf,no,normal,high,0.24
104051,Apple,Fruits,0,room_temp,average,open,open_shelf,no,cold,medium,0.92
104052,Yogurt,Dairy,6,fridge,average,sealed,fridge,no,cold,high,0.59
104053,Bun,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.8
104054,Paneer,Dairy,5,fridge,good,sealed,freezer,yes,hot,high,0.31
104055,Chicken Breast,Meat,6,freezer,good,sealed,freezer,yes,normal,high,0.43
104056,Banana,Fruits,9,room_temp,good,open,open_shelf,no,normal,high,0.31
104057,Grapes,Fruits,5,room_temp,average,open,open_shelf,no,hot,high,0.5
104058,Fish Fillet,Meat,5,room_temp,good,sealed,open_shelf,no,hot,high,0.37
104059,Spinach,Vegetables,11,fridge,good,open,freezer,no,hot,high,0.05
104060,Cheese,Dairy,1,fridge,good,sealed,open_shelf,no,normal,medium,0.89
104061,Cake,Bakery,3,room_temp,good,sealed,open_shelf,no,hot,medium,0.86
104062,Banana,Fruits,5,room_temp,good,open,open_shelf,no,normal,high,0.64
104063,Bun,Bakery,1,room_temp,good,open,fridge,no,cold,medium,0.88
104064,Mutton,Meat,3,freezer,good,sealed,freezer,no,normal,medium,0.88
104065,Banana,Fruits,7,room_temp,good,sealed,fridge,no,hot,high,0.34
104066,Potato,Vegetables,11,fridge,average,open,fridge,no,hot,low,0.64
104067,Apple,Fruits,4,room_temp,poor,open,fridge,no,cold,medium,0.61
104068,Muffin,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.82
104069,Bun,Bakery,2,room_temp,good,sealed,open_shelf,no,normal,medium,0.92
104070,Grapes,Fruits,2,room_temp,good,open,open_shelf,no,hot,high,0.75
104071,Mutton,Meat,2,freezer,average,sealed,freezer,no,cold,medium,0.83
104072,Milk,Dairy,8,fridge,average,sealed,fridge,no,normal,high,0.33
104073,Yogurt,Dairy,9,fridge,good,sealed,fridge,no,normal,high,0.53
104074,Spinach,Vegetables,4,fridge,good,sealed,fridge,no,hot,high,0.63
104075,Spinach,Vegetables,2,fridge,average,sealed,open_shelf,no,hot,high,0.62
104076,Sausage,Meat,3,freezer,good,sealed,freezer,no,normal,medium,0.91
104077,Banana,Fruits,9,freezer,good,open,freezer,no,cold,high,0.17
104078,Grapes,Fruits,5,room_temp,poor,open,open_shelf,no,normal,high,0.5
104079,Papaya,Fruits,7,freezer,good,sealed,freezer,no,normal,high,0.33
104080,Cheese,Dairy,5,fridge,average,sealed,fridge,no,cold,medium,0.78
104081,Banana,Fruits,4,room_temp,good,sealed,open_shelf,no,normal,high,0.72
104082,Sausage,Meat,0,fridge,poor,sealed,fridge,no,hot,medium,0.54
104083,Banana,Fruits,1,room_temp,good,sealed,open_shelf,yes,normal,high,0.74
104084,Papaya,Fruits,3,room_temp,average,sealed,open_shelf,no,cold,high,0.75
104085,Carrot,Vegetables,6,fridge,good,open,fridge,no,normal,low,0.89
104086,Minced Meat,Meat,4,freezer,poor,sealed,freezer,no,hot,high,0.55
104087,Papaya,Fruits,0,room_temp,poor,open,fridge,no,normal,high,0.71
104088,Sausage,Meat,7,freezer,good,sealed,freezer,no,normal,medium,0.77
104089,Minced Meat,Meat,3,freezer,good,sealed,freezer,no,normal,high,0.81
104090,Yogurt,Dairy,7,fridge,average,sealed,open_shelf,no,hot,high,0.4
104091,Papaya,Fruits,10,room_temp,good,open,open_shelf,no,normal,high,0.25
104092,Carrot,Vegetables,0,fridge,good,open,freezer,no,normal,low,0.9
104093,Grapes,Fruits,3,room_temp,good,sealed,open_shelf,no,hot,high,0.76
104094,Spinach,Vegetables,6,fridge,average,open,fridge,no,cold,high,0.47
104095,Fish Fillet,Meat,7,freezer,good,sealed,open_shelf,no,normal,high,0.49
104096,Spinach,Vegetables,9,fridge,good,open,fridge,no,hot,high,0.22
104097,Paneer,Dairy,4,fridge,good,sealed,fridge,no,normal,high,0.72
104098,Butter,Dairy,3,fridge,good,sealed,open_shelf,no,cold,low,0.85
104099,Tomato,Vegetables,9,fridge,good,open,fridge,no,normal,medium,0.61
104100,Tomato,Vegetables,1,fridge,good,sealed,fridge,no,cold,medium,0.97
104101,Papaya,Fruits,4,room_temp,good,open,fridge,no,normal,high,0.58
104102,Bun,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.99
104103,Sausage,Meat,4,freezer,good,sealed,fridge,yes,normal,medium,0.58
104104,Cheese,Dairy,5,fridge,good,sealed,fridge,no,hot,medium,0.79
104105,Spinach,Vegetables,9,fridge,good,open,open_shelf,yes,normal,high,0.05
104106,Cake,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.96
104107,Cucumber,Vegetables,9,fridge,poor,sealed,open_shelf,no,cold,medium,0.43
104108,Paneer,Dairy,2,fridge,average,sealed,fridge,no,cold,high,0.82
104109,Yogurt,Dairy,0,room_temp,good,sealed,open_shelf,no,normal,high,0.8
104110,Grapes,Fruits,11,fridge,good,open,fridge,yes,hot,high,0.05
104111,Chicken Breast,Meat,6,room_temp,good,sealed,open_shelf,no,normal,high,0.46
104112,Bread,Bakery,5,room_temp,good,open,open_shelf,no,normal,medium,0.82
104113,Paneer,Dairy,7,fridge,average,sealed,fridge,no,hot,high,0.35
104114,Papaya,Fruits,11,room_temp,good,open,fridge,no,cold,high,0.08
104115,Bun,Bakery,3,room_temp,average,open,open_shelf,no,normal,medium,0.78
104116,Bun,Bakery,0,room_temp,average,open,fridge,yes,cold,medium,0.64
104117,Muffin,Bakery,0,room_temp,good,open,open_shelf,no,cold,medium,0.96
104118,Cucumber,Vegetables,10,fridge,average,sealed,fridge,yes,normal,medium,0.38
104119,Banana,Fruits,1,room_temp,poor,sealed,open_shelf,no,normal,high,0.77
104120,Bun,Bakery,0,room_temp,good,open,freezer,no,normal,medium,0.88
104121,Chicken Breast,Meat,5,freezer,good,sealed,freezer,no,normal,high,0.77
104122,Butter,Dairy,9,fridge,average,sealed,freezer,no,normal,low,0.69
104123,Butter,Dairy,9,fridge,good,sealed,freezer,no,hot,low,0.67
104124,Banana,Fruits,0,room_temp,good,open,open_shelf,no,cold,high,0.98
104125,Grapes,Fruits,11,room_temp,good,open,open_shelf,yes,hot,high,0.08
104126,Carrot,Vegetables,3,fridge,good,open,fridge,no,hot,low,0.9
104127,Bun,Bakery,2,room_temp,good,open,open_shelf,no,hot,medium,0.83
104128,Chicken Breast,Meat,5,freezer,average,sealed,freezer,yes,hot,high,0.41
104129,Yogurt,Dairy,5,fridge,good,sealed,fridge,no,cold,high,0.72
104130,Muffin,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.87
104131,Apple,Fruits,3,room_temp,poor,sealed,open_shelf,no,normal,medium,0.76
104132,Croissant,Bakery,0,room_temp,poor,open,open_shelf,no,hot,medium,0.72
104133,Milk,Dairy,3,fridge,good,sealed,fridge,no,cold,high,0.8
104134,Spinach,Vegetables,3,room_temp,good,open,open_shelf,no,normal,high,0.57
104135,Sausage,Meat,3,freezer,poor,sealed,freezer,no,cold,medium,0.69
104136,Cucumber,Vegetables,9,fridge,good,sealed,fridge,no,normal,medium,0.7
104137,Milk,Dairy,3,fridge,average,sealed,open_shelf,no,normal,high,0.69
104138,Cake,Bakery,5,room_temp,good,open,open_shelf,no,hot,medium,0.74
104139,Muffin,Bakery,1,room_temp,good,open,open_shelf,no,hot,medium,0.84
104140,Minced Meat,Meat,2,freezer,good,sealed,fridge,no,normal,high,0.85
104141,Banana,Fruits,1,room_temp,good,open,fridge,no,normal,high,0.8
104142,Tomato,Vegetables,5,fridge,good,sealed,fridge,no,normal,medium,0.85
104143,Paneer,Dairy,8,fridge,poor,sealed,fridge,no,hot,high,0.18
104144,Chicken Breast,Meat,5,freezer,average,sealed,freezer,yes,hot,high,0.38
104145,Sausage,Meat,4,freezer,good,sealed,freezer,no,hot,medium,0.82
104146,Cucumber,Vegetables,3,freezer,good,sealed,fridge,no,hot,medium,0.7
104147,Bread,Bakery,2,room_temp,average,open,open_shelf,no,normal,medium,0.89
104148,Cucumber,Vegetables,5,fridge,average,open,open_shelf,no,normal,medium,0.66
104149,Potato,Vegetables,4,freezer,poor,sealed,freezer,yes,cold,low,0.44
104150,Muffin,Bakery,5,room_temp,good,open,open_shelf,no,normal,medium,0.78
104151,Cheese,Dairy,4,fridge,average,sealed,fridge,yes,normal,medium,0.63
104152,Carrot,Vegetables,5,fridge,average,sealed,fridge,no,normal,low,0.8
104153,Orange,Fruits,10,room_temp,poor,sealed,open_shelf,no,cold,medium,0.48
104154,Carrot,Vegetables,9,room_temp,average,sealed,open_shelf,no,hot,low,0.52
104155,Cheese,Dairy,2,fridge,good,sealed,fridge,yes,cold,medium,0.75
104156,Yogurt,Dairy,4,fridge,average,sealed,fridge,yes,cold,high,0.52
104157,Croissant,Bakery,1,room_temp,good,sealed,open_shelf,no,normal,medium,0.96
104158,Muffin,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.87
104159,Apple,Fruits,8,room_temp,good,open,freezer,no,normal,medium,0.62
104160,Cucumber,Vegetables,3,fridge,good,open,fridge,no,normal,medium,0.83
104161,Paneer,Dairy,7,fridge,good,sealed,open_shelf,no,normal,high,0.43
104162,Banana,Fruits,1,room_temp,good,sealed,open_shelf,no,normal,high,0.99
104163,Orange,Fruits,3,room_temp,good,open,open_shelf,no,cold,medium,0.88
104164,Cake,Bakery,2,room_temp,good,open,open_shelf,no,hot,medium,0.81
104165,Bread,Bakery,4,room_temp,good,open,open_shelf,no,hot,medium,0.72
104166,Muffin,Bakery,0,room_temp,average,open,freezer,no,normal,medium,0.73
104167,Bun,Bakery,0,room_temp,average,open,open_shelf,no,normal,medium,0.93
104168,Carrot,Vegetables,9,fridge,average,sealed,fridge,no,hot,low,0.76
104169,Grapes,Fruits,7,room_temp,good,sealed,open_shelf,no,normal,high,0.63
104170,Spinach,Vegetables,8,fridge,good,open,fridge,no,normal,high,0.37
104171,Cake,Bakery,5,room_temp,good,open,open_shelf,no,normal,medium,0.77
104172,Chicken Breast,Meat,2,freezer,good,sealed,freezer,no,hot,high,0.82
104173,Muffin,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.87
104174,Cucumber,Vegetables,11,fridge,average,sealed,open_shelf,no,hot,medium,0.38
104175,Papaya,Fruits,0,room_temp,good,open,open_shelf,no,hot,high,0.83
104176,Banana,Fruits,9,room_temp,good,sealed,open_shelf,no,cold,high,0.39
104177,Grapes,Fruits,11,room_temp,good,open,open_shelf,no,normal,high,0.38
104178,Potato,Vegetables,0,fridge,average,open,fridge,no,normal,low,0.91
104179,Chicken Breast,Meat,1,freezer,average,sealed,fridge,no,hot,high,0.68
104180,Mutton,Meat,0,freezer,good,sealed,freezer,no,hot,medium,0.92
104181,Tomato,Vegetables,5,fridge,good,sealed,fridge,no,hot,medium,0.79
104182,Croissant,Bakery,4,room_temp,average,open,freezer,no,normal,medium,0.64
104183,Sausage,Meat,7,freezer,good,sealed,freezer,no,normal,medium,0.74
104184,Milk,Dairy,5,fridge,good,sealed,fridge,no,hot,high,0.58
104185,Milk,Dairy,2,fridge,good,sealed,fridge,no,normal,high,0.93
104186,Butter,Dairy,0,fridge,average,sealed,open_shelf,no,normal,low,0.85
104187,Cheese,Dairy,0,fridge,good,sealed,open_shelf,no,normal,medium,0.92
104188,Spinach,Vegetables,9,fridge,average,open,fridge,no,normal,high,0.25
104189,Cake,Bakery,3,room_temp,poor,open,open_shelf,no,hot,medium,0.63
104190,Cheese,Dairy,3,fridge,poor,sealed,fridge,no,normal,medium,0.74
104191,Minced Meat,Meat,1,freezer,good,sealed,open_shelf,no,cold,high,0.82
104192,Grapes,Fruits,11,room_temp,good,sealed,open_shelf,no,hot,high,0.32
104193,Butter,Dairy,4,freezer,average,sealed,fridge,no,normal,low,0.76
104194,Tomato,Vegetables,5,fridge,good,open,freezer,no,normal,medium,0.71
104195,Minced Meat,Meat,1,freezer,average,sealed,freezer,no,cold,high,0.89
104196,Banana,Fruits,9,room_temp,good,open,fridge,no,hot,high,0.1
104197,Minced Meat,Meat,2,freezer,average,sealed,open_shelf,yes,hot,high,0.48
104198,Potato,Vegetables,5,fridge,good,sealed,freezer,no,normal,low,0.81
104199,Yogurt,Dairy,3,fridge,good,sealed,fridge,yes,normal,high,0.65
104200,Chicken Breast,Meat,0,freezer,good,sealed,fridge,no,hot,high,0.79
104201,Banana,Fruits,4,room_temp,good,sealed,open_shelf,no,hot,high,0.67
104202,Apple,Fruits,3,room_temp,good,open,fridge,no,cold,medium,0.81
104203,Butter,Dairy,5,fridge,good,sealed,freezer,no,normal,low,0.84
104204,Apple,Fruits,1,room_temp,good,open,freezer,no,cold,medium,0.85
104205,Croissant,Bakery,1,room_temp,good,open,open_shelf,yes,normal,medium,0.7
104206,Mutton,Meat,4,freezer,good,sealed,fridge,yes,normal,medium,0.58
104207,Cucumber,Vegetables,2,fridge,good,open,fridge,no,normal,medium,0.9
104208,Chicken Breast,Meat,6,freezer,poor,sealed,open_shelf,no,normal,high,0.39
104209,Muffin,Bakery,2,room_temp,good,open,fridge,no,hot,medium,0.72
104210,Chicken Breast,Meat,1,freezer,good,sealed,freezer,no,normal,high,0.99
104211,Yogurt,Dairy,7,fridge,good,sealed,fridge,no,hot,high,0.52
104212,Paneer,Dairy,7,fridge,good,sealed,fridge,no,normal,high,0.51
104213,Grapes,Fruits,4,room_temp,good,open,open_shelf,no,hot,high,0.62
104214,Fish Fillet,Meat,7,freezer,average,sealed,freezer,no,cold,high,0.48
104215,Apple,Fruits,8,room_temp,good,sealed,open_shelf,no,hot,medium,0.63
104216,Banana,Fruits,10,room_temp,good,open,fridge,no,cold,high,0.22
104217,Potato,Vegetables,6,fridge,poor,open,open_shelf,no,normal,low,0.59
104218,Fish Fillet,Meat,7,fridge,average,sealed,fridge,yes,hot,high,0.05
104219,Spinach,Vegetables,0,fridge,good,open,fridge,no,hot,high,0.86
104220,Muffin,Bakery,4,room_temp,average,sealed,open_shelf,no,normal,medium,0.79
104221,Potato,Vegetables,7,fridge,good,open,fridge,no,normal,low,0.87
104222,Croissant,Bakery,2,room_temp,good,open,fridge,no,hot,medium,0.71
104223,Grapes,Fruits,11,room_temp,average,open,fridge,no,cold,high,0.23
104224,Butter,Dairy,4,fridge,good,sealed,fridge,no,hot,low,0.92
104225,Carrot,Vegetables,9,fridge,average,sealed,fridge,yes,hot,low,0.59
104226,Orange,Fruits,7,room_temp,good,open,open_shelf,no,cold,medium,0.73
104227,Carrot,Vegetables,4,fridge,good,open,fridge,yes,normal,low,0.76
104228,Spinach,Vegetables,9,fridge,good,sealed,fridge,no,normal,high,0.37
104229,Papaya,Fruits,2,room_temp,good,open,open_shelf,no,normal,high,0.85
104230,Orange,Fruits,1,room_temp,good,open,open_shelf,no,cold,medium,0.95
104231,Minced Meat,Meat,0,room_temp,good,sealed,open_shelf,no,normal,high,0.8
104232,Carrot,Vegetables,5,fridge,good,sealed,fridge,no,normal,low,0.9
104233,Croissant,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.81
104234,Cake,Bakery,2,room_temp,average,open,open_shelf,no,hot,medium,0.73
104235,Minced Meat,Meat,2,freezer,good,sealed,freezer,no,hot,high,0.8
104236,Orange,Fruits,9,room_temp,good,sealed,open_shelf,no,hot,medium,0.63
104237,Carrot,Vegetables,9,fridge,poor,open,fridge,no,cold,low,0.62
104238,Cheese,Dairy,6,fridge,good,sealed,freezer,no,hot,medium,0.69
104239,Banana,Fruits,2,room_temp,average,sealed,open_shelf,no,normal,high,0.83
104240,Potato,Vegetables,11,fridge,average,sealed,fridge,no,cold,low,0.75
104241,Apple,Fruits,10,room_temp,good,sealed,open_shelf,no,normal,medium,0.66
104242,Apple,Fruits,4,room_temp,average,open,open_shelf,no,hot,medium,0.64
104243,Bread,Bakery,5,room_temp,good,open,open_shelf,no,cold,medium,0.82
104244,Bread,Bakery,3,room_temp,good,open,fridge,no,hot,medium,0.69
104245,Spinach,Vegetables,4,fridge,good,sealed,fridge,no,normal,high,0.74
104246,Butter,Dairy,5,fridge,good,sealed,freezer,yes,normal,low,0.68
104247,Orange,Fruits,4,room_temp,average,open,open_shelf,no,cold,medium,0.76
104248,Fish Fillet,Meat,1,room_temp,average,sealed,open_shelf,no,normal,high,0.71
104249,Fish Fillet,Meat,4,freezer,good,sealed,freezer,no,normal,high,0.76
104250,Chicken Breast,Meat,2,freezer,average,sealed,freezer,no,hot,high,0.73
104251,Sausage,Meat,0,freezer,good,sealed,freezer,no,cold,medium,0.99
104252,Cucumber,Vegetables,10,fridge,good,open,freezer,no,cold,medium,0.55
104253,Mutton,Meat,7,freezer,good,sealed,freezer,no,normal,medium,0.72
104254,Milk,Dairy,6,fridge,good,sealed,fridge,no,normal,high,0.6
104255,Potato,Vegetables,9,fridge,average,open,fridge,no,normal,low,0.79
104256,Chicken Breast,Meat,5,freezer,good,sealed,open_shelf,no,normal,high,0.63
104257,Orange,Fruits,10,room_temp,average,sealed,open_shelf,yes,normal,medium,0.4
104258,Spinach,Vegetables,0,fridge,good,sealed,open_shelf,no,normal,high,0.95
104259,Tomato,Vegetables,11,room_temp,average,open,open_shelf,no,normal,medium,0.29
104260,Mutton,Meat,0,fridge,good,sealed,fridge,no,normal,medium,0.83
104261,Fish Fillet,Meat,4,freezer,good,sealed,freezer,no,normal,high,0.79
104262,Bread,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.9
104263,Tomato,Vegetables,7,room_temp,good,sealed,open_shelf,no,normal,medium,0.55
104264,Paneer,Dairy,5,fridge,good,sealed,fridge,no,normal,high,0.65
104265,Orange,Fruits,4,room_temp,average,open,open_shelf,no,normal,medium,0.79
104266,Papaya,Fruits,5,room_temp,good,sealed,open_shelf,no,cold,high,0.69
104267,Milk,Dairy,8,fridge,good,sealed,fridge,no,cold,high,0.45
104268,Fish Fillet,Meat,5,freezer,average,sealed,freezer,no,normal,high,0.63
104269,Papaya,Fruits,2,fridge,average,sealed,fridge,no,hot,high,0.52
104270,Sausage,Meat,5,freezer,good,sealed,freezer,no,hot,medium,0.74
104271,Papaya,Fruits,8,room_temp,average,sealed,open_shelf,no,normal,high,0.38
104272,Paneer,Dairy,1,fridge,good,sealed,fridge,no,normal,high,0.98
104273,Apple,Fruits,9,room_temp,average,sealed,open_shelf,no,normal,medium,0.62
104274,Cheese,Dairy,6,fridge,poor,sealed,fridge,no,hot,medium,0.52
104275,Cake,Bakery,2,room_temp,good,open,open_shelf,no,normal,medium,0.86
104276,Muffin,Bakery,2,room_temp,average,open,open_shelf,no,normal,medium,0.82
104277,Cucumber,Vegetables,6,fridge,good,open,fridge,no,normal,medium,0.74
104278,Bread,Bakery,3,room_temp,good,open,fridge,no,hot,medium,0.73
104279,Apple,Fruits,5,room_temp,good,sealed,open_shelf,yes,normal,medium,0.62
104280,Carrot,Vegetables,6,fridge,average,open,fridge,no,normal,low,0.8
104281,Bread,Bakery,4,room_temp,poor,open,open_shelf,no,hot,medium,0.61
104282,Cucumber,Vegetables,10,fridge,good,open,freezer,no,hot,medium,0.49
104283,Potato,Vegetables,3,room_temp,good,open,open_shelf,no,hot,low,0.67
104284,Minced Meat,Meat,7,freezer,good,sealed,freezer,no,normal,high,0.67
104285,Carrot,Vegetables,4,fridge,good,sealed,fridge,yes,cold,low,0.79
104286,Apple,Fruits,9,room_temp,good,open,freezer,no,normal,medium,0.56
104287,Muffin,Bakery,5,freezer,poor,sealed,freezer,no,hot,medium,0.36
104288,Yogurt,Dairy,6,fridge,good,sealed,fridge,no,hot,high,0.57
104289,Potato,Vegetables,4,fridge,good,open,fridge,no,hot,low,0.88
104290,Cake,Bakery,5,room_temp,poor,open,open_shelf,no,normal,medium,0.57
104291,Cheese,Dairy,0,fridge,good,sealed,open_shelf,no,normal,medium,0.94
104292,Paneer,Dairy,9,fridge,good,sealed,fridge,no,normal,high,0.38
104293,Cake,Bakery,3,room_temp,average,open,open_shelf,no,cold,medium,0.8
104294,Muffin,Bakery,2,room_temp,average,open,open_shelf,no,normal,medium,0.84
104295,Cake,Bakery,0,room_temp,good,open,fridge,no,normal,medium,0.89
104296,Milk,Dairy,9,fridge,average,sealed,open_shelf,no,hot,high,0.1
104297,Orange,Fruits,5,room_temp,good,sealed,open_shelf,no,normal,medium,0.82
104298,Cucumber,Vegetables,2,fridge,good,sealed,fridge,yes,cold,medium,0.75
104299,Cucumber,Vegetables,10,fridge,good,sealed,freezer,no,hot,medium,0.5
104300,Minced Meat,Meat,2,room_temp,average,sealed,open_shelf,no,normal,high,0.61
104301,Bun,Bakery,4,room_temp,average,open,open_shelf,no,hot,medium,0.68
104302,Muffin,Bakery,2,room_temp,average,sealed,open_shelf,no,cold,medium,0.88
104303,Fish Fillet,Meat,3,room_temp,good,sealed,open_shelf,no,cold,high,0.58
104304,Croissant,Bakery,4,room_temp,average,open,open_shelf,no,normal,medium,0.74
104305,Carrot,Vegetables,8,fridge,good,open,fridge,no,normal,low,0.79
104306,Butter,Dairy,0,fridge,average,sealed,fridge,no,cold,low,0.95
104307,Carrot,Vegetables,7,room_temp,good,sealed,open_shelf,no,normal,low,0.64
104308,Bread,Bakery,1,room_temp,good,open,fridge,no,normal,medium,0.83
104309,Muffin,Bakery,0,room_temp,good,open,open_shelf,no,normal,medium,0.95
104310,Yogurt,Dairy,8,fridge,good,sealed,freezer,no,normal,high,0.53
104311,Yogurt,Dairy,7,fridge,average,sealed,fridge,no,hot,high,0.46
104312,Carrot,Vegetables,2,fridge,poor,open,open_shelf,no,normal,low,0.68
104313,Potato,Vegetables,7,fridge,good,sealed,fridge,no,cold,low,0.89
104314,Spinach,Vegetables,6,fridge,good,open,fridge,no,normal,high,0.56
104315,Muffin,Bakery,4,room_temp,good,open,open_shelf,no,normal,medium,0.81
104316,Chicken Breast,Meat,6,freezer,good,sealed,freezer,no,normal,high,0.68
104317,Yogurt,Dairy,4,fridge,poor,sealed,fridge,no,hot,high,0.51
104318,Muffin,Bakery,2,room_temp,good,sealed,open_shelf,no,normal,medium,0.89
104319,Yogurt,Dairy,2,fridge,good,sealed,fridge,no,cold,high,0.88
104320,Paneer,Dairy,7,fridge,poor,sealed,fridge,no,cold,high,0.3
104321,Apple,Fruits,10,room_temp,good,open,open_shelf,no,normal,medium,0.6
